"dataset","taxon","method","family","component","reference_group","comparison_group","model_formula","available","reason","p_value","p_value_unfiltered","p_for_bh","q_value","native_q_value","significant","estimate","statistic","effect_definition","components_used","sensitivity_passed"
"crc_baxter","Pseudomonas","DASRA structural absence","DASRA","structural absence","H","CRC","age_z + sex + group",TRUE,"ok",0.290648402879541,0.290648402879541,0.290648402879541,0.855545534333957,0.855545534333957,FALSE,,-1.05670026751262,"score z; positive values indicate greater structural absence in the comparison group",,
"crc_baxter","Roseburia","DASRA structural absence","DASRA","structural absence","H","CRC","age_z + sex + group",TRUE,"ok",0.101099482375188,0.101099482375188,0.101099482375188,0.693632402781177,0.693632402781177,FALSE,,-1.63954655938467,"score z; positive values indicate greater structural absence in the comparison group",,
"crc_baxter","Rothia","DASRA structural absence","DASRA","structural absence","H","CRC","age_z + sex + group",TRUE,"ok",0.83712113941769,0.83712113941769,0.83712113941769,1,1,FALSE,,-0.20557726330879,"score z; positive values indicate greater structural absence in the comparison group",,
"crc_baxter","Ruminococcus","DASRA structural absence","DASRA","structural absence","H","CRC","age_z + sex + group",TRUE,"ok",0.0716048961049994,0.0716048961049994,0.0716048961049994,0.693632402781177,0.693632402781177,FALSE,,-1.80162200909214,"score z; positive values indicate greater structural absence in the comparison group",,
"crc_baxter","Ruminococcus2","DASRA structural absence","DASRA","structural absence","H","CRC","age_z + sex + group",TRUE,"ok",0.893274573584355,0.893274573584355,0.893274573584355,1,1,FALSE,,-0.134161873815139,"score z; positive values indicate greater structural absence in the comparison group",,
"crc_baxter","Slackia","DASRA structural absence","DASRA","structural absence","H","CRC","age_z + sex + group",TRUE,"ok",0.499802691224491,0.499802691224491,0.499802691224491,0.924129050107053,0.924129050107053,FALSE,,0.674800234757299,"score z; positive values indicate greater structural absence in the comparison group",,
"crc_baxter","Solobacterium","DASRA structural absence","DASRA","structural absence","H","CRC","age_z + sex + group",TRUE,"ok",0.35865316940299,0.35865316940299,0.35865316940299,0.869044218168783,0.869044218168783,FALSE,,0.917934478919326,"score z; positive values indicate greater structural absence in the comparison group",,
"crc_baxter","Sporobacter","DASRA structural absence","DASRA","structural absence","H","CRC","age_z + sex + group",TRUE,"ok",0.121581588273207,0.121581588273207,0.121581588273207,0.693632402781177,0.693632402781177,FALSE,,-1.54816910244663,"score z; positive values indicate greater structural absence in the comparison group",,
"crc_baxter","Staphylococcus","DASRA structural absence","DASRA","structural absence","H","CRC","age_z + sex + group",TRUE,"ok",0.196506250456806,0.196506250456806,0.196506250456806,0.734111771472303,0.734111771472303,FALSE,,-1.29156956261368,"score z; positive values indicate greater structural absence in the comparison group",,
"crc_baxter","Streptococcus","DASRA structural absence","DASRA","structural absence","H","CRC","age_z + sex + group",TRUE,"ok",0.522454458441323,0.522454458441323,0.522454458441323,0.924129050107053,0.924129050107053,FALSE,,0.639566513866518,"score z; positive values indicate greater structural absence in the comparison group",,
"crc_baxter","Streptophyta","DASRA structural absence","DASRA","structural absence","H","CRC","age_z + sex + group",TRUE,"ok",0.527867231682729,0.527867231682729,0.527867231682729,0.924129050107053,0.924129050107053,FALSE,,0.631265055138076,"score z; positive values indicate greater structural absence in the comparison group",,
"crc_baxter","Subdoligranulum","DASRA structural absence","DASRA","structural absence","H","CRC","age_z + sex + group",TRUE,"ok",0.0873469432592122,0.0873469432592122,0.0873469432592122,0.693632402781177,0.693632402781177,FALSE,,-1.70956175319047,"score z; positive values indicate greater structural absence in the comparison group",,
"crc_baxter","Succiniclasticum","DASRA structural absence","DASRA","structural absence","H","CRC","age_z + sex + group",TRUE,"ok",0.75985828031644,0.75985828031644,0.75985828031644,0.987032405359499,0.987032405359499,FALSE,,-0.305666896646054,"score z; positive values indicate greater structural absence in the comparison group",,
"crc_baxter","Succinivibrio","DASRA structural absence","DASRA","structural absence","H","CRC","age_z + sex + group",TRUE,"ok",0.880311283377592,0.880311283377592,0.880311283377592,1,1,FALSE,,-0.150574620022711,"score z; positive values indicate greater structural absence in the comparison group",,
"crc_baxter","Sutterella","DASRA structural absence","DASRA","structural absence","H","CRC","age_z + sex + group",TRUE,"ok",0.64542346356683,0.64542346356683,0.64542346356683,0.924129050107053,0.924129050107053,FALSE,,0.460129231263007,"score z; positive values indicate greater structural absence in the comparison group",,
